Degerlendirme Puani,Basvuru Yili,Dogum Tarihi,Burslu ise Burs Yuzdesi,Stk Projesine Katildiniz Mi?,id,Dogum Yeri,Ikametgah Sehri,Universite Kacinci Sinif,Lise Adi,Lise Adi Diger,Lise Sehir,Lise Bolum Diger,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari,Uye Oldugunuz Kulubun Ismi,Hangi STK'nin Uyesisiniz?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?,Ingilizce Seviyeniz?,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite",Degerlendirme Puani (1),Degerlendirme Puani (error),Selected,Cinsiyet,Universite Adi,Universite Turu,Burs Aliyor mu?,Bölüm,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,Lise Turu,Lise Bolumu,Lise Mezuniyet Notu,Baska Bir Kurumdan Burs Aliyor mu?,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Ingilizce Biliyor musunuz?,Basvuru Yasi
20.0,2021,2000.0,,,57149,Istanbul,Istanbul,,HACI HATICE BAYRAKTAR ANADOLU LISESI,,Istanbul,,KYK,ve uzeri,,,,,,20.3925,0.392474,No,Kadin,20 - 25,Devlet,Hayir,30 - 35,3.50 - 4.00,,Diğer,Esit Agirlik,75 - 100,Evet,Ilkokul,,,Ilkokul,,Diger,4.0,Hayir,Hayir,,,,Evet,21.0
32.0,2021,2000.0,,,52541,Erzincan,Istanbul,,ISTANBUL USKUDAR ANADOLU LISESI,,Istanbul,,,,,,,,,31.4157,0.584262,No,Erkek,25 - 30,Devlet,Hayir,30 - 35,3.50 - 4.00,,Diğer,Sayisal,75 - 100,Hayir,Ilkokul,,,Universite,,Diger,2.0,Evet,Hayir,,,,Evet,21.0
9.0,2019,1998.0,,Hayir,37345,Karaman,Eskisehir,,Ozel Tekin Temel Lisesi,,Karaman,Bolumu yok/ Dali yok,,,,,,Orta,,13.5263,4.52632,No,Kadin,25 - 30,Devlet,Hayir,20 - 25,2.50 - 2.99,Hayir,Ozel,Diger,84-70,Hayir,Ortaokul,Hayir,,Universite,Evet,Kamu,1.0,Hayir,Hayir,,Hayir,Evet,Evet,21.0
44.0,2014,1991.0,0.0,Evet,12448,Yalova,Adana,,Yalova Anadolu Ogretmen Lisesi,,Yalova,,,,,SIYASET OKULU,,,,43.2289,0.771149,No,Kadin,25 - 30,Devlet,Hayir,30 - 35,2.50 - 2.99,Hayir,Devlet,Esit Agirlik,75 - 100,Hayir,Lise,Hayir,,Ortaokul,Evet,Diger,1.0,Hayir,Hayir,,Evet,Hayir,,23.0
18.0,2022,2002.0,,,63626,Malatya,Malatya,,Turgut ozal anadolu lisesi,,Malatya,,KYK,,,,,,,25.0165,7.01647,No,Erkek,40 - 45,Devlet,Hayir,25 - 30,3.00 - 3.49,,Devlet,Sayisal,75 - 100,Evet,Ortaokul,Hayir,,Lise,Hayir,,2.0,Hayir,Evet,Bireysel Spor,Hayir,Hayir,Evet,20.0
29.0,2022,2000.0,,,61777,Antalya,Istanbul,,Antalya Anadolu Lisesi,,Antalya,,Bulgurcu Vakfi,,,Universiteye girdigim anda ITU'nun Girisimcilik Kulubu'ne katildim ve organizasyonlarda gorev alarak aktif rol oynadim. Sene icerisinde isitme engelli vatandaslarimiz icin kitap seslendirme projesi olan GETEM'de rol aldim. Takibinde etkinlik koordinatorlugu ustlendim. Bu sene de Strateji Departmani Direktorlugu ve Baskan Yardimciligi yaptim. Ayrica herkesin tamamen gonullu olarak bulundugu Anadolu Sigorta Genclik Senatosu ve YetGen programlarindan mezun oldum,,,,34.7973,5.79731,No,Kadin,50 - 55,Devlet,Hayir,30 - 35,2.50 - 2.99,,Devlet,Sayisal,75 - 100,Evet,Ilkokul,Hayir,,Ilkokul,Hayir,,1.0,Evet,Hayir,,Evet,Hayir,Evet,22.0
26.0,2019,2000.0,100.0,Hayir,3296,Istanbul,Istanbul,,Burak Bora Anadolu Lisesi,,Istanbul,,,,,,,Orta,,28.419,2.41898,No,Erkek,40 - 45,Ozel,Evet,30 - 35,2.50 - 2.99,Hayir,Devlet,Sayisal,75 - 100,Hayir,Universite,Evet,Ozel Sektor,Universite,Evet,Ozel Sektor,1.0,Evet,Hayir,,Hayir,Hayir,Evet,19.0
21.0,2020,2001.0,,,41846,Afyonkarahisar,Mardin,,Osmangazi Anadolu Lisesi,,Afyonkarahisar,,,,,,,,,22.6903,1.69032,No,Erkek,30 - 35,Devlet,Hayir,25 - 30,1.80 - 2.49,,Diğer,Sozel,75 - 100,Hayir,Lise,Hayir,,Ortaokul,Hayir,,2.0,Hayir,Evet,Diger,Hayir,Hayir,Evet,19.0
38.0,2017,1997.0,,Evet,34227,Isparta,Isparta,,Sarkikaraagac Fen Lisesi,,Isparta,Sayisal,,,"Ege Karikatur ve Mizah Toplulugu, LOSEV Gonulluleri, Ege Isaret Dili Toplulugu",,,Baslangic,,31.4534,6.54665,No,Kadin,30 - 35,Devlet,Hayir,30 - 35,Hazırlığım,,Devlet,Diger,84-70,Hayir,Ilkokul,Hayir,,Universite,Evet,Kamu,1.0,Evet,Hayir,,Evet,Hayir,Evet,20.0
68.0,2016,1994.0,100.0,Evet,1384,Aydin,Istanbul,,Nazilli Anadolu Ogretmen Lisesi,,Aydin,,Sabanci Universitesi,,RadyoSu/ESN/CIP/GameDeSU/SuSail/SuFirst/CreatifulMinds/Edebiyat Klubu,,,Ileri,,64.5629,3.43713,No,Erkek,60 - 65,Ozel,Evet,30 - 35,3.00 - 3.49,Hayir,Devlet,Sayisal,,Evet,Universite,Evet,Kamu,Universite,Evet,Ozel Sektor,1.0,Evet,Hayir,,Hayir,Evet,Evet,22.0
53.0,2020,1999.0,,,43175,Ankara,Istanbul,,Kutahya Koleji,,Kutahya,,,,,"TURMEPA, TEMA, LOSEV, Make a Wish (Turkey",,,,48.1459,4.85413,No,Kadin,40 - 45,Ozel,Hayir,35 - 40,1.80 - 2.49,,Ozel,Esit Agirlik,75 - 100,Hayir,Universite,Evet,Diger,Universite,Evet,Ozel Sektor,1.0,Evet,Evet,,Evet,Hayir,Evet,21.0
74.0,2016,1996.0,,Evet,23363,Ankara,Zonguldak,,Nallihan Anadolu Saglik Meslek Lisesi,,Ankara,,,,Bulent Ecevit Universitesi Kizilay Kulubu,Kizilay,,Ileri,,78.2415,4.24148,No,Kadin,60 - 65,Devlet,Hayir,25 - 30,3.50 - 4.00,Hayir,Devlet,Sayisal,,Hayir,Ilkokul,Hayir,,Ortaokul,Emekli,,2.0,Evet,Hayir,,Evet,Hayir,Evet,20.0
32.0,2021,1999.0,,,54932,Diger,Ankara,,Kecioren Anadolu Lises,,Ankara,,,,,,,,,14.463,17.537,No,Kadin,25 - 30,Devlet,Hayir,25 - 30,1.80 - 2.49,,Diğer,Esit Agirlik,75 - 100,Hayir,Egitimi yok,,,Egitimi yok,,,3.0,Hayir,Hayir,,,,Hayir,22.0
28.0,2017,1994.0,,Hayir,34462,Samsun,Samsun,,Cumhuriyet Lisesi,,Samsun,,,,,,,Orta,,31.0818,3.08179,No,Erkek,25 - 30,Devlet,Hayir,30 - 35,2.50 - 2.99,,Devlet,Sayisal,84-70,Hayir,Lise,Emekli,,Lise,Emekli,,1.0,Hayir,Evet,Diger,Hayir,Evet,Evet,23.0
35.0,2020,2001.0,,,46919,Ankara,Istanbul,,Esertepe Mesleki Ve Teknik Anadolu Lisesi,,Ankara,,Devlet,ve uzeri,,,"Sanat ""yaratici"" Girisimciligi",,,42.8,7.79999,No,Kadin,25 - 30,Devlet,Hayir,Diğer,3.00 - 3.49,,Devlet,Esit Agirlik,75 - 100,Evet,Lise,Hayir,,Ilkokul,Hayir,,1.0,Evet,Evet,,Hayir,Evet,Hayir,19.0
11.0,2017,1997.0,,Hayir,32058,Amasya,Corum,,Corum fen lisesi,,Corum,,Kredi yurtlar kurumu,,,,,Baslangic,,12.619,1.619,No,Erkek,20 - 25,Devlet,Hayir,20 - 25,2.50 - 2.99,,Devlet,Sayisal,84-70,Evet,Lise,Hayir,,Universite,Evet,Kamu,2.0,Hayir,Hayir,,Hayir,Hayir,Evet,20.0
10.0,2019,2000.0,,Hayir,41635,Ankara,Ankara,,Ozel Aci Temel Lisesi,,Ankara,,,,,,,Orta,,16.7378,6.73777,No,Erkek,25 - 30,Devlet,Hayir,35 - 40,3.00 - 3.49,Hayir,Ozel,Sayisal,84-70,Hayir,Lise,Hayir,,Lise,Evet,Ozel Sektor,2.0,Hayir,Hayir,,Hayir,Hayir,Evet,19.0
74.0,2016,1993.0,,Evet,23342,Ankara,Ankara,,Hurriyet Anadolu lisesi,,Ankara,,,,,,,Orta,,67.5429,6.4571,No,Kadin,45 - 50,Devlet,Hayir,35 - 40,2.50 - 2.99,Hayir,Devlet,Esit Agirlik,,Hayir,Ortaokul,Hayir,,Egitimi yok,Evet,Diger,3.0,Hayir,Evet,Lider/Kaptan,Hayir,Hayir,Evet,23.0
55.0,2022,2001.0,,,57885,Izmir,Istanbul,,Izmir Kiz Lisesi,,Izmir,,,,,"Gonullu stajyer olarak Hello Tomorrow Turkiye'de birkac ay calistim. Rapor hazirlanmasi, icerik uretimi, program duzenleme ve proje alanlarinda deneyim kazandim","Oyun ve Uygulama Akademisi'nde girisimcilik ve proje yonetimi uzerine egitimler aldim, kocaman bir toplulukla tanistim, mobil uygulama yazmanin temellerini attim",,,42.2249,12.7751,No,Kadin,50 - 55,Devlet,Hayir,40 - 45,3.50 - 4.00,,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Ilkokul,Evet,Diger,1.0,Evet,Hayir,,Evet,Evet,Evet,21.0
12.0,2017,1999.0,,Hayir,31878,Diger,Malatya,,Ozel Doruk Dogalpark Temel Lisesi,,Adana,,KYK,,,,,Orta,,18.3845,6.38449,No,Erkek,25 - 30,Devlet,Hayir,35 - 40,Hazırlığım,,Ozel,Sayisal,84-70,Evet,Ilkokul,Hayir,,Universite,Evet,Kamu,3.0,Hayir,Hayir,,Hayir,Evet,Evet,Gelecekten
49.0,2014,1993.0,50.0,Evet,6422,Izmir/Bornova,Istanbul,,Besiktas Anadolu lisesi,,Istanbul,,,,Spor ve sosyal baglantili bazi kulupler,,Cesitli girisimlerim oldu ancak maddi yetersizliklerden solayi devam edemedim umarim devami gelir,,,46.5571,2.4429,No,Erkek,30 - 35,Ozel,Evet,Diğer,2.50 - 2.99,Hayir,Devlet,Sayisal,50 - 74,Hayir,Universite,Emekli,,Universite,Evet,Ozel Sektor,1.0,Evet,Evet,Diger,Hayir,Evet,,21.0
39.0,2021,2002.0,50.0,,9097,Istanbul,Istanbul,,bahcesehir kolej,,Istanbul,,,,,,,,,32.2781,6.72193,No,Kadin,35 - 40,Ozel,Evet,Diğer,3.00 - 3.49,,Ozel,Esit Agirlik,75 - 100,Hayir,Universite,,Ozel Sektor,Universite,,Ozel Sektor,1.0,Evet,Hayir,,,,Evet,19.0
37.0,2017,1995.0,,Evet,28194,Istanbul,Istanbul,,Rami Ataturk Anadolu Lisesi,,Istanbul,,,,Uludag Atli Spor Toplulugu,,,Ileri,,36.2588,0.741174,No,Kadin,25 - 30,Devlet,Hayir,Diğer,2.50 ve altı,,Devlet,Sayisal,50 - 74,Hayir,Ilkokul,Hayir,,Lise,Emekli,,1.0,Evet,Evet,Diger,Hayir,Hayir,Evet,22.0
18.0,2017,1992.0,,Hayir,28914,Siirt,Siirt,,edustri meslek lisesi,,Siirt,makina bakim onarim,,,,,,Baslangic,,23.1942,5.19421,No,Erkek,25 - 30,Devlet,Hayir,25 - 30,2.50 - 2.99,,Devlet,Diger,50 - 74,Hayir,Egitimi yok,Hayir,,Ilkokul,Emekli,,5.0,Hayir,Hayir,,Hayir,Evet,Evet,25.0
35.0,2021,1997.0,,,50410,Ankara,Ankara,,Ayyildiz Anadolu Lisesi,,Ankara,,,,,,,,,32.5453,2.45468,No,Kadin,25 - 30,Devlet,Hayir,25 - 30,3.50 - 4.00,,Diğer,Sayisal,75 - 100,Hayir,Ilkokul,,,Ilkokul,,Diger,2.0,Hayir,Evet,Diger,,,Evet,24.0
15.0,2019,2000.0,75.0,Hayir,5463,Istanbul,Istanbul,,Suleyman Nazif Anadolu Lisesi,,Istanbul,,,,,,,Ileri,,22.0045,7.00449,No,Erkek,20 - 25,Ozel,Evet,35 - 40,Hazırlığım,Hayir,Devlet,Sayisal,84-70,Hayir,Lise,Hayir,,Lise,Hayir,,2.0,Hayir,Evet,Diger,Hayir,Evet,Evet,19.0
29.0,2022,2003.0,,,61731,Ankara,Ankara,,Golbasi anadolu lisesi,,Ankara,,Kyk,,,Sosyal hizmet kulubu kurulu uyesiyim,,,,33.3579,4.35794,No,Kadin,30 - 35,Devlet,Hayir,30 - 35,3.00 - 3.49,,Devlet,Esit Agirlik,75 - 100,Evet,Universite,Evet,Ozel Sektor,Lise,Evet,Diger,1.0,Evet,Hayir,,Evet,Hayir,Evet,19.0
12.0,2017,1996.0,,Hayir,29848,Elazig,Istanbul,,Behiye Dr. Nevhiz Isil Anadolu Lisesi,,Istanbul,,,,,,,Orta,,11.5017,0.498258,No,Kadin,25 - 30,Devlet,Hayir,35 - 40,2.50 - 2.99,,Devlet,Sayisal,84-70,Hayir,Lise,Evet,Ozel Sektor,Universite,Evet,Kamu,1.0,Hayir,Hayir,,Hayir,Hayir,Evet,21.0
23.0,2020,2000.0,,,45004,Gaziantep,Hatay,,Erdem anadolu lisesi,,Gaziantep,,Kyk,ve uzeri,,,,,,27.4069,4.40692,No,Erkek,20 - 25,Devlet,Hayir,35 - 40,3.00 - 3.49,,Ozel,Sayisal,75 - 100,Evet,Ilkokul,Hayir,,Ilkokul,Evet,Diger,2.0,Hayir,Evet,Lider/Kaptan,Hayir,Hayir,Evet,20.0
42.0,2022,2000.0,,,59616,Istanbul,Istanbul,,Uskudar Amerikan Lisesi,,Istanbul,,,,,"Genel Koordinatorluk pozisyonununda bulundugum Koc University Global Aid adli organizasyonun altinda yapilmis olan ""Let's Be United"" adli projenin markalasma surecinde yer almistim. Proje; gocmen kokenli ogrenciler ile Turk ogrenciler arasindaki entegrasyonun saglanmasini amaclayan bir proje. Bu dogrultuda Gaziantep ve Istanbul'un Fatih ilcesinde iki ayri okula gidilip 7 hafta suren atolye programlarinin yapilmasinda gorev aldim. Programlarda olan atolyelerin gelistirilmesi asamasinda yer aldim","Ogus Games adli bir oyun studyosu kurdum. Bu studyo hypercasual agirlikli oyun uretmek amaciyla kurulmustu. Bu dogrultuda bir ekip toparlayip yaklasik bir senelik bir yolculuga ciktim. Bu yolculuk sonucunda 5 oyun yaptik. Bunlarin bazilarini pazardan kaldirdik, bazilarini tuttuk. Bazi buyuk sirketler ile onlarin bunyesinde calismak uzere teklifler aldik. Ancak ekibin akademik takvimlerinin birbirinden cok farkli olmasi ve sektordeki rekabet oraninin yuksek olmasi sebebiyle gelisim hizimizin cok yavas kaldigini gorduk. Bu gorus dogrultusunda ekip olarak bunu basarisiz bir girisim olarak tabiri caizse rafa kaldirdik. Bu deneyim bana ozellikle ekip yonetimi ve liderlik anlaminda bircok deneyim katti. Bu deneyimleri tecrubeye cevirerek hayatimin daha sonrasinda katildigim bircok alanda kullanmaya calisiyorum. Her ne kadar basarisiz olsa da bana bircok sey kattigina inaniyorum. Bunlardan en onemlisi; girisimcilik dunyasina giris yapmis olmak",,,45.2211,3.22112,No,Erkek,60 - 65,Ozel,Hayir,35 - 40,3.00 - 3.49,,Ozel,Esit Agirlik,75 - 100,Hayir,Universite,Hayir,,Universite,Hayir,,1.0,Evet,Hayir,,Evet,Evet,Evet,22.0
19.0,2019,1998.0,,Hayir,37906,Sirnak,Mersin,,Hasan Akel Lisesi,,Mersin,,,,,,,Orta,,25.8834,6.88343,No,Kadin,20 - 25,Devlet,Hayir,30 - 35,2.50 - 2.99,Hayir,Devlet,Sayisal,84-70,Hayir,Egitimi yok,Evet,Ozel Sektor,Egitimi yok,Hayir,,4.0,Evet,Hayir,,Hayir,Hayir,Evet,21.0
68.0,2016,1994.0,,Evet,25083,Izmir,Ankara,,Aydin Sosyal Bilimler Lisesi,,Aydin,,,,Gelisim Hukuk Toplulugu,,,Orta,,60.8977,7.1023,No,Kadin,45 - 50,Devlet,Hayir,35 - 40,2.50 ve altı,Hayir,Devlet,Esit Agirlik,,Hayir,Egitimi yok,Hayir,,Ilkokul,Emekli,,3.0,Evet,Hayir,,Hayir,Evet,Evet,22.0
11.0,2017,1997.0,,Hayir,30212,Agri,Istanbul,,Esenyurt Anadolu Lisesi,,Istanbul,,,,,,,Baslangic,,14.1059,3.10595,No,Erkek,15 - 20,Devlet,Hayir,40 - 45,3.00 - 3.49,,Devlet,Sayisal,84-70,Hayir,Ilkokul,Hayir,,Ortaokul,Evet,Ozel Sektor,3.0,Hayir,Hayir,,Hayir,Hayir,Evet,20.0
25.0,2021,2000.0,,,54431,Ordu,Ordu,,Birikim temel lisesi,,Ordu,,Devletten burs aliyorum,ve uzeri,,,,,,26.3156,1.31561,No,Kadin,30 - 35,Devlet,Hayir,Diğer,3.00 - 3.49,,Diğer,Sayisal,75 - 100,Evet,Ilkokul,,,Ilkokul,,Diger,3.0,Hayir,Evet,,,,Evet,21.0
38.0,2017,1998.0,,Hayir,26578,Adana,Istanbul,,CEAS Anadolu Lisesi,,Adana,,Kredi ve Yurtlar Kurumu,TL,"Epgik,Emk,Imk,Ekonomi",,,Orta,,43.9567,5.95665,No,Erkek,35 - 40,Devlet,Hayir,25 - 30,Hazırlığım,,Devlet,Sayisal,75 - 100,Evet,Lise,Hayir,,Lise,Emekli,,1.0,Evet,Hayir,,Evet,Evet,Evet,19.0
20.0,2020,2000.0,,,46400,Istanbul,Kocaeli,,Kongre Anadolu Lisesi,,Sivas,,,,,,,,,21.2765,1.27653,No,Kadin,20 - 25,Devlet,Hayir,Diğer,2.50 - 2.99,,Diğer,Sozel,50 - 74,Hayir,Ortaokul,Hayir,,Ilkokul,Evet,Ozel Sektor,1.0,Hayir,Evet,,Hayir,Hayir,Evet,20.0
28.0,2021,2000.0,,,49920,Istanbul,Istanbul,,Ozel elci egitim kurumu,,Istanbul,,,,,,,,,41.0628,13.0628,No,Erkek,20 - 25,Devlet,Hayir,Diğer,1.80 - 2.49,,Ozel,Sozel,75 - 100,Hayir,Ortaokul,,,Ilkokul,,,5.0,Evet,Evet,Diger,,,Evet,21.0
25.0,2019,2000.0,,Hayir,36676,Istanbul,Istanbul,,Dede Korkut Anadolu Lisesi,,Istanbul,,,,,,,Baslangic,,34.2668,9.26684,No,Kadin,25 - 30,Devlet,Hayir,35 - 40,3.50 - 4.00,Hayir,Devlet,Esit Agirlik,75 - 100,Hayir,Lise,Hayir,,Lise,Evet,Diger,2.0,Evet,Hayir,,Hayir,Hayir,Evet,19.0
7.0,2021,2000.0,,,55799,Istanbul,Istanbul,,Fatih kiz Anadolu imam hatip lisesi,,Istanbul,,,,,,,,,12.3283,5.32829,No,Kadin,30 - 35,Devlet,Hayir,Diğer,2.50 - 2.99,,Diğer,Sayisal,50 - 74,Hayir,Lise,,,Ortaokul,,,2.0,Hayir,Hayir,,,,Evet,21.0
14.0,2021,2001.0,,,53991,Karaman,Karaman,,Karaman Merkez Anadolu Lisesi,,Karaman,,Kredi Yurtlar Kurumundan,ve uzeri,,,,,,14.2309,0.230888,No,Kadin,20 - 25,Devlet,Hayir,30 - 35,3.00 - 3.49,,Diğer,Sayisal,75 - 100,Evet,Lise,,Ozel Sektor,Lise,,,1.0,Hayir,Hayir,,,,Evet,20.0
46.0,2019,1999.0,,Evet,39318,Trabzon,Trabzon,,Akcaabat Fen Lisesi,,Trabzon,,,,,Losev,,,,52.3121,6.31207,No,Kadin,25 - 30,Devlet,Hayir,20 - 25,3.00 - 3.49,Hayir,Devlet,Sayisal,75 - 100,Hayir,Lise,Hayir,,Lise,Emekli,,1.0,Evet,Hayir,,Evet,Hayir,Hayir,20.0
38.0,2017,1994.0,,Evet,31552,Denizli,Istanbul,,Lutfi Ege Anadolu Lises,,Denizli,,,,"Bogazici Universitesi Sosyal Sorumluluk Kulubu; Bogazici Universitesi Muzik Kulubu, Bogazici Universitesi Davranis Bilimleri Kulubu",,,Ileri,,40.1127,2.11273,No,Erkek,40 - 45,Devlet,Hayir,Diğer,3.00 - 3.49,,Devlet,Sayisal,75 - 100,Hayir,Lise,Emekli,,Universite,Emekli,,0.0,Evet,Hayir,,Hayir,Evet,Evet,23.0
38.0,2020,1998.0,,,42980,Trabzon,Izmir,,Tevfik Serdar Anadolu Lisesi,,Trabzon,,,,,Dis Hekimleri Odasi Ogrenci Kolu,Cesitli platformlarda piyasayi takip ederek kâr elde etmek,,,51.6423,13.6423,No,Erkek,25 - 30,Devlet,Hayir,30 - 35,2.50 - 2.99,,Diğer,Esit Agirlik,75 - 100,Hayir,Universite,Evet,Kamu,Universite,Evet,Kamu,1.0,Hayir,Evet,Lider/Kaptan,Evet,Evet,Evet,22.0
42.0,2014,1990.0,0.0,Evet,13866,Konya,Istanbul,,Meram Fen Lisesi,,KONYA,,,,"IEEE,MFL Mezunlar Dernegi YKU",,,,,36.2895,5.71051,No,Erkek,35 - 40,Devlet,Evet,Diğer,2.50 ve altı,Hayir,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Universite,Evet,Kamu,3.0,Evet,Evet,Diger,Hayir,Hayir,,24.0
16.0,2019,2000.0,,Hayir,39985,Ankara,Ankara,,Sevket Rasit Hatipoglu Anadolu Lisesi,,Ankara,,Kyk,,,,,Ileri,,19.0832,3.0832,No,Kadin,20 - 25,Devlet,Hayir,30 - 35,Hazırlığım,Hayir,Devlet,Dil,75 - 100,Evet,Ilkokul,Hayir,,Universite,Evet,Ozel Sektor,3.0,Evet,Hayir,,Hayir,Hayir,Evet,19.0
38.0,2014,1993.0,50.0,Evet,6446,Gaziantep,Ankara,,Konya Eregli Anadolu Teknik Lisesi,,Konya / Eregli,,,,Bilkent Ozgur Yazilim ve Internet Teknolojileri Kulubu,,"Tam olarak bir girisimin basinda olmasamda daha once Bilkent Cyberpark merkezli bir girisim olan SEOZEO isimli sirkette calistim. Ben ise basladigimda 4 kisilik bir ekipten olusan sirket benim calistigim donemde yatirim aldi, ekibini 20 kisiye kadar genisletti ve Istanbul ofisi acti. Bu sirketin icerisinde bulundugum donemde girisimcilik ve sorunlarla bas etme adina cok sey ogrendigimi dusunuyorum",,,42.8043,4.80429,No,Erkek,40 - 45,Ozel,Evet,Diğer,,Hayir,Devlet,Diger,75 - 100,Hayir,Universite,Evet,Kamu,Lise,Emekli,,2.0,Evet,Evet,Diger,Hayir,Evet,,21.0
36.0,2015,1990.0,50.0,Hayir,6627,Ankara,Ankara,,Yil Anadolu Lisesi,,Ankara,Super Lise,,,Baskent Universitesi Halkla Iliskiler ve Tanitim Toplulugu,,,Orta,,39.1797,3.17968,No,Kadin,25 - 30,Ozel,Evet,30 - 35,3.00 - 3.49,Evet,Devlet,Esit Agirlik,75 - 100,Hayir,Universite,Emekli,,Universite,Emekli,,1.0,Evet,Hayir,,Hayir,Hayir,Evet,25.0
12.0,2017,1995.0,,Hayir,27339,Van,Istanbul,,Ercis fen lisesi,,Van,,Cagdas yasami destekleme dernegi,,,,,Orta,,13.5424,1.54236,No,Erkek,30 - 35,Devlet,Hayir,35 - 40,2.50 ve altı,,Devlet,Sayisal,75 - 100,Evet,Egitimi yok,Hayir,,Egitimi yok,Hayir,,5.0,Hayir,Hayir,,Hayir,Hayir,Evet,22.0
30.0,2019,1999.0,,Evet,38007,Istanbul,Istanbul,,ECA Elginkan Anadolu Lisesi,,Istanbul,,KYK,,,,,Orta,,27.4285,2.57153,No,Kadin,35 - 40,Devlet,Hayir,Diğer,2.50 ve altı,Hayir,Devlet,Sayisal,75 - 100,Evet,Lise,Evet,Ozel Sektor,Lise,Evet,Ozel Sektor,2.0,Evet,Hayir,,Hayir,Evet,Evet,20.0
23.0,2022,1998.0,,,62744,Hatay,Hatay,,acik ogretim,,Hatay,,,,,genc fenerbahceliler uye daufeb komite baskanligi,,,,35.3268,12.3268,No,Erkek,Diğer,Ozel,Evet,35 - 40,1.80 - 2.49,,Devlet,Esit Agirlik,50 - 74,Hayir,Ilkokul,Hayir,,Universite,Evet,Ozel Sektor,1.0,Hayir,Evet,Takim Oyuncusu,Evet,Hayir,Hayir,24.0
18.0,2015,1994.0,0.0,Hayir,20784,Konya,Konya,,,,Konya,,,,,,,Baslangic,,14.7245,3.27551,No,Erkek,20 - 25,Devlet,Evet,35 - 40,2.50 - 2.99,Hayir,Devlet,Esit Agirlik,75 - 100,Hayir,Ilkokul,Hayir,,Ilkokul,Emekli,,2.0,Hayir,Hayir,,Hayir,Hayir,Evet,21.0
34.0,2014,1991.0,0.0,,12367,Osman Gazi / BURSA,,,Suleyman Celebi Lisesi,,Bursa,,,,,,,,,45.3793,11.3793,No,Kadin,20 - 25,Devlet,Hayir,35 - 40,2.50 - 2.99,Hayir,Devlet,Esit Agirlik,75 - 100,Hayir,Ortaokul,Evet,Ozel Sektor,,,,,,,,,,,23.0
32.0,2015,1993.0,0.0,Hayir,18319,Sivas,Ankara,,Adem Tolunay Anadolu Lisesi,,Antalya,,,,"IEEE ODTU, EESTEC",,"Teknogirisim Sermaye Destegini kazanarak, yakinda ODTU Teknokent bunyesinde kurulacak yazilim sirketinin 3 kurucu ortagindan biri olacagim",Ileri,,43.0815,11.0815,No,Erkek,35 - 40,Devlet,Hayir,35 - 40,2.50 ve altı,Hayir,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Universite,Evet,Kamu,1.0,Evet,Evet,Diger,Hayir,Evet,Evet,22.0
19.0,2021,2001.0,,,51956,Adiyaman,Adiyaman,,Adiyaman Fatih Anadolu Lisesi,,Adiyaman,,Kyk,ve uzeri,,,,,,19.8772,0.877184,No,Kadin,25 - 30,Devlet,Hayir,35 - 40,3.00 - 3.49,,Diğer,Esit Agirlik,75 - 100,Evet,Ilkokul,,,Ilkokul,,,0.0,Hayir,Hayir,,,,Evet,20.0
28.0,2014,1993.0,0.0,Hayir,12714,Osmangazi-Bursa,,,Bursa Anadolu Erkek Lisesi,,Bursa,,,,,,,,,25.7024,2.29758,No,Kadin,30 - 35,Devlet,Hayir,35 - 40,2.50 ve altı,Hayir,Devlet,Sayisal,75 - 100,Hayir,Universite,Evet,Kamu,Universite,Emekli,,2.0,Hayir,Hayir,,Hayir,Hayir,,21.0
30.0,2018,1997.0,,Evet,35319,Istanbul,Istanbul,,Vali Muammer Guler Anadolu Ogretmen Lisesi,,Istanbul,,,,Marmara Universitesi BIYOM Ogrenci Kulubu,,,Ileri,,22.9261,7.07388,No,Kadin,30 - 35,Devlet,Hayir,Diğer,2.50 ve altı,Hayir,Devlet,Sayisal,84-70,Hayir,Ilkokul,Hayir,,Ilkokul,Emekli,,1.0,Evet,Hayir,,Hayir,Hayir,Evet,21.0
53.0,2021,1997.0,,,55212,Istanbul,Izmir,,Hasan Ferruh Ozgen Anadolu Lisesi,,Istanbul,,,,,,,,,33.3313,19.6687,No,Erkek,25 - 30,Devlet,Hayir,30 - 35,1.80 - 2.49,,Diğer,Sayisal,75 - 100,Hayir,Universite,,,Universite,,Ozel Sektor,1.0,Hayir,Evet,Diger,,,Evet,24.0
